run_id,date_utc,workflow,model,trigger_actor,cost_usd,minutes,num_turns,conclusion,title
31142504300,2026-08-07T02:51:05Z,claude-code,claude-fable-5,sgbaird,3.8619,5.8,31,success,Energy-absorption measurability review + drop-tower metrics primer
31200340597,2026-08-07T17:01:18Z,claude-code,claude-fable-5,sgbaird,3.0682,5.9,18,success,Energy-absorption measurability review + drop-tower metrics primer
31214782899,2026-08-07T20:11:39Z,claude-code,claude-fable-5,sgbaird,1.2667,2.5,9,success,Energy-absorption measurability review + drop-tower metrics primer
31432573545,2026-08-10T21:10:10Z,claude-code,claude-fable-5,me-madsen,2.056,3.5,18,success,Order Replacement Kleintool Guide Rod Locking Pin for Drop Tower
31435518809,2026-08-10T21:48:21Z,claude-code,claude-fable-5,me-madsen,10.1031,8.4,42,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
31489396102,2026-08-11T12:03:08Z,claude-code,claude-fable-5,sgbaird,5.1778,3.2,18,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
31490645701,2026-08-11T12:19:16Z,claude-code,claude-fable-5,sgbaird,2.1069,4.2,11,success,Energy-absorption measurability review + drop-tower metrics primer
31548998529,2026-08-12T00:06:18Z,claude-code,claude-fable-5,me-madsen,2.6784,0.7,4,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
31632833289,2026-08-12T19:28:37Z,claude-code,claude-fable-5,me-madsen,11.8004,11.2,41,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
31696660173,2026-08-13T11:42:03Z,claude-code,claude-fable-5,sgbaird,1.4338,2.1,4,success,Energy-absorption measurability review + drop-tower metrics primer
31737082910,2026-08-13T19:41:18Z,claude-code,claude-fable-5,sgbaird,2.7716,2.4,8,success,IDETC presentation prep: Doumont template and video notes
31747470949,2026-08-13T21:51:18Z,claude-code,claude-fable-5,sgbaird,2.7066,1.8,9,success,IDETC presentation prep: Doumont template and video notes
31748273090,2026-08-13T22:02:24Z,claude-code,claude-fable-5,sgbaird,4.26,3.1,18,success,IDETC presentation prep: Doumont template and video notes
32044855873,2026-08-17T16:16:02Z,claude-code,claude-fable-5,sgbaird,5.4979,1.5,17,success,Where are we at on this project?
32047499002,2026-08-17T16:50:26Z,claude-code,claude-fable-5,sgbaird,2.298,2.7,21,success,T-3_01 Prints
32047832131,2026-08-17T16:54:29Z,claude-code,claude-fable-5,sgbaird,5.8983,9.0,34,success,Better understanding the drop tower analysis
32048292238,2026-08-17T16:59:58Z,claude-code,claude-fable-5,sgbaird,11.8709,22.7,70,success,Better understanding the drop tower analysis
32048339037,2026-08-17T17:00:28Z,claude-code,claude-fable-5,sgbaird,1.0446,1.5,8,success,Diagnosing issue with H2D printing nozzle
32057525726,2026-08-17T18:56:05Z,claude-code,claude-fable-5,sgbaird,1.1883,0.8,4,success,Diagnosing issue with H2D printing nozzle
32076854546,2026-08-17T22:37:48Z,claude-code-review,claude-sonnet-5,sgbaird,6.8958,11.2,14,success,IDETC teaching slides: plain-language drop-test explainers (#94)
32076959401,2026-08-17T22:39:12Z,claude-code,claude-fable-5,sgbaird,1.9564,2.6,16,success,IDETC teaching slides: plain-language drop-test explainers (#94)
32077590813,2026-08-17T22:47:22Z,claude-code,claude-fable-5,sgbaird,18.6998,43.0,74,success,IDETC teaching slides: plain-language drop-test explainers (#94)
32179074100,2026-08-18T19:52:33Z,claude-code,claude-fable-5,sgbaird,9.6255,16.9,41,success,IDETC presentation prep: Doumont template and video notes
32185386991,2026-08-18T21:00:11Z,claude-code,claude-fable-5,sgbaird,26.9779,81.8,171,success,IDETC presentation prep: Doumont template and video notes
32194881715,2026-08-18T22:54:55Z,claude-code,claude-fable-5,sgbaird,39.6595,47.9,121,success,IDETC presentation prep: Doumont template and video notes
32195973039,2026-08-18T23:09:41Z,claude-code,claude-fable-5,me-madsen,3.5469,5.8,32,success,Defining the Search Space for T3 Optimization Campaign (Parameters/Constraints)
32196036369,2026-08-18T23:10:32Z,claude-code,claude-fable-5,me-madsen,4.2644,1.9,15,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
32210780444,2026-08-19T03:03:46Z,claude-code,claude-fable-5,sgbaird,11.1341,9.1,41,success,IDETC presentation prep: Doumont template and video notes
32282692250,2026-08-19T17:37:42Z,claude-code,claude-fable-5,sgbaird,13.2371,25.1,50,success,IDETC presentation prep: Doumont template and video notes
32283730302,2026-08-19T17:48:25Z,claude-code,claude-fable-5,sgbaird,14.3946,25.4,43,success,IDETC presentation prep: Doumont template and video notes
32294672348,2026-08-19T19:44:17Z,claude-code,claude-fable-5,me-madsen,14.935,13.9,57,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
32310321607,2026-08-19T22:46:07Z,claude-code,claude-fable-5,me-madsen,9.6671,6.8,34,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
32400136365,2026-08-20T17:53:37Z,claude-code,claude-fable-5,sgbaird,3.2394,4.9,32,success,Add reference STL models for canonical tensegrity structures + Edison literature
32402099738,2026-08-20T18:14:35Z,claude-code,claude-fable-5,sgbaird,6.9862,6.1,28,success,IDETC presentation prep: Doumont template and video notes
32404422687,2026-08-20T18:39:50Z,claude-code,claude-fable-5,sgbaird,4.3804,3.4,17,success,"How many ""drops"" have been run on the drop tower in the context of this reposito"
32406586612,2026-08-20T19:03:24Z,claude-code,claude-fable-5,sgbaird,0.6683,0.4,3,success,"How many ""drops"" have been run on the drop tower in the context of this reposito"
32409227460,2026-08-20T19:32:35Z,claude-code,claude-fable-5,me-madsen,15.744,22.5,85,success,IDETC presentation prep: Doumont template and video notes
32414390445,2026-08-20T20:29:48Z,claude-code,claude-fable-5,me-madsen,6.8149,4.5,29,success,IDETC presentation prep: Doumont template and video notes
32420380372,2026-08-20T21:38:02Z,claude-code,claude-fable-5,me-madsen,5.9671,3.7,20,success,IDETC presentation prep: Doumont template and video notes
32421259907,2026-08-20T21:48:44Z,claude-code,claude-fable-5,me-madsen,9.7759,5.7,41,success,IDETC presentation prep: Doumont template and video notes
32422521420,2026-08-20T22:04:07Z,claude-code,claude-fable-5,me-madsen,21.0736,30.0,69,success,IDETC presentation prep: Doumont template and video notes
32428357139,2026-08-20T23:22:11Z,claude-code,claude-fable-5,me-madsen,15.4948,13.6,56,success,IDETC presentation prep: Doumont template and video notes
32430384176,2026-08-20T23:51:50Z,claude-code,claude-fable-5,me-madsen,10.4131,20.0,55,success,IDETC teaching slides: plain-language drop-test explainers (#94)
32434892482,2026-08-21T01:02:38Z,claude-code,claude-fable-5,me-madsen,3.6043,4.4,29,success,T-3_01 Prints
32438171407,2026-08-21T01:58:21Z,claude-code,claude-fable-5,me-madsen,23.6624,23.0,80,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
32441602096,2026-08-21T02:56:39Z,claude-code,claude-fable-5,sgbaird,6.1744,3.9,18,success,"Add drop-test protocol, Edison synthesis, and first-data analysis"
32441846161,2026-08-21T03:00:49Z,claude-code-review,claude-sonnet-5,sgbaird,4.4288,9.0,18,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32441868924,2026-08-21T03:01:11Z,claude-code,claude-fable-5,sgbaird,1.1569,1.1,8,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32442217813,2026-08-21T03:06:49Z,claude-code,claude-fable-5,sgbaird,7.4746,15.6,46,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32451653004,2026-08-21T05:44:17Z,claude-code,claude-fable-5,sgbaird,5.5519,19.7,37,failure,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32451773992,2026-08-21T05:46:08Z,claude-code,claude-fable-5,sgbaird,4.9165,14.9,34,failure,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32452057990,2026-08-21T05:50:44Z,claude-code,claude-fable-5,sgbaird,9.2709,9.7,35,failure,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32505022398,2026-08-21T16:50:35Z,claude-code,claude-fable-5,sgbaird,0,0.0,1,failure,Add reference STL models for canonical tensegrity structures + Edison literature
32506536415,2026-08-21T17:07:52Z,claude-code,claude-opus-5,sgbaird,2.6722,4.9,38,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32506823424,2026-08-21T17:11:06Z,claude-code,claude-opus-5,sgbaird,1.2492,2.9,19,success,IDETC teaching slides: plain-language drop-test explainers (#94)
32506872351,2026-08-21T17:11:40Z,claude-code,claude-opus-5,sgbaird,10.5177,42.7,75,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32507679930,2026-08-21T17:20:49Z,claude-code,claude-opus-5,sgbaird,0.6778,1.1,11,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32508007938,2026-08-21T17:24:36Z,claude-code,claude-opus-5,sgbaird,1.4871,3.7,20,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32508463937,2026-08-21T17:29:57Z,claude-code,claude-opus-5,sgbaird,3.2861,7.5,37,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32509054429,2026-08-21T17:36:40Z,claude-code,claude-opus-5,sgbaird,6.4636,23.1,85,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32509444902,2026-08-21T17:41:16Z,claude-code,claude-opus-5,sgbaird,2.6876,7.5,34,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32509732945,2026-08-21T17:44:36Z,claude-code,claude-opus-5,sgbaird,4.027,42.3,42,success,Add T3-prism (3-strut tensegrity) parametric CAD with Bambu PETG `.gcode.3mf` sl
32509821551,2026-08-21T17:45:37Z,claude-code,claude-opus-5,sgbaird,1.2454,3.1,18,success,Add reference STL models for canonical tensegrity structures + Edison literature
32510009623,2026-08-21T17:47:48Z,claude-code,claude-opus-5,sgbaird,7.8603,25.8,69,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32513318099,2026-08-21T18:26:00Z,claude-code,claude-opus-5,sgbaird,2.4584,5.8,29,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32522216773,2026-08-21T20:10:31Z,claude-code,claude-opus-5,sgbaird,3.2199,6.1,32,success,Add T3-prism (3-strut tensegrity) parametric CAD with Bambu PETG `.gcode.3mf` sl
32522545227,2026-08-21T20:14:24Z,claude-code,claude-opus-5,sgbaird,7.6387,15.1,70,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32523806553,2026-08-21T20:29:25Z,claude-code,claude-opus-5,sgbaird,5.5799,34.8,52,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32525538386,2026-08-21T20:49:53Z,claude-code,claude-opus-5,me-madsen,5.8103,18.6,68,success,Replace manual support painting with general-purpose Bambu Studio PLA recipe + m
32535638312,2026-08-21T23:06:22Z,claude-code,claude-opus-5,sgbaird,5.1918,51.9,48,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32537064697,2026-08-21T23:29:54Z,claude-code,claude-opus-5,sgbaird,2.5933,4.8,30,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32537527263,2026-08-21T23:37:20Z,claude-code,claude-opus-5,sgbaird,3.6689,6.9,41,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32538388144,2026-08-21T23:51:56Z,claude-code,claude-opus-5,sgbaird,3.5477,6.3,47,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32546871485,2026-08-22T02:40:05Z,claude-code,claude-opus-5,sgbaird,13.1113,96.3,106,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32547218775,2026-08-22T02:47:39Z,claude-code,claude-opus-5,sgbaird,2.529,3.9,20,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32547292020,2026-08-22T02:49:19Z,claude-code,claude-opus-5,sgbaird,5.8363,13.1,73,success,Add reference STL models for canonical tensegrity structures + Edison literature
32548388852,2026-08-22T03:13:31Z,claude-code,claude-opus-5,sgbaird,1.9307,3.4,19,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32587705182,2026-08-22T17:25:54Z,claude-code,claude-fable-5,sgbaird,118.9826,135.3,320,success,ASME Journal of Mechanical Design - T3 prism optimization manuscript
32599001244,2026-08-22T21:14:09Z,claude-code,claude-fable-5,sgbaird,48.8526,89.9,239,success,ASME Journal of Mechanical Design - T3 prism optimization manuscript
32599569517,2026-08-22T21:25:58Z,claude-code,claude-fable-5,sgbaird,31.6765,50.7,107,success,Add reference STL models for canonical tensegrity structures + Edison literature
32606061933,2026-08-22T23:45:14Z,claude-code,claude-fable-5,me-madsen,6.7842,9.3,43,success,Energy-absorption measurability review + drop-tower metrics primer
32606325608,2026-08-22T23:51:14Z,claude-code,claude-fable-5,me-madsen,5.6964,7.3,43,success,IDETC teaching slides: plain-language drop-test explainers (#94)
32611021740,2026-08-23T01:45:49Z,claude-code-review,claude-sonnet-5,sgbaird,2.3701,9.6,43,success,ASME Journal of Mechanical Design - T3 prism optimization manuscript
32611272327,2026-08-23T01:48:56Z,claude-code,claude-fable-5,sgbaird,19.6105,20.7,103,success,ASME Journal of Mechanical Design - T3 prism optimization manuscript
32670383429,2026-08-23T22:22:30Z,claude-code,claude-fable-5,me-madsen,3.3796,3.8,21,success,Energy-absorption measurability review + drop-tower metrics primer
32750818575,2026-08-24T16:26:13Z,claude-code,claude-fable-5,sgbaird,7.6189,6.9,38,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32751873330,2026-08-24T16:37:11Z,claude-code,claude-fable-5,sgbaird,11.0998,9.6,31,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
32752586510,2026-08-24T16:44:36Z,claude-code,claude-fable-5,sgbaird,31.7976,52.0,115,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32764684881,2026-08-24T18:50:30Z,claude-code,claude-fable-5,sgbaird,4.4957,2.8,13,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32764849381,2026-08-24T18:52:14Z,claude-code,claude-fable-5,sgbaird,4.3443,3.8,11,success,"Add runnable tensegrity simulation demos (MuJoCo, PyBullet, PyChrono, Newton, Di"
32765981976,2026-08-24T19:03:53Z,claude-code,claude-fable-5,sgbaird,5.2669,9.5,30,success,"For all AI pings (claude, copilot) throughout the entire repository, what would "
32767358889,2026-08-24T19:18:05Z,claude-code,claude-fable-5,sgbaird,3.4777,3.7,14,success,Add T-3_01 Sobol batch print key (ID-to-spec mapping + as-printed .3mf)
